0	10711
17111	17130
36180	56785
65916	75524
85135	86170
169311	207678
246482	255422
265977	284663
450290	450358
465307	485179
522236	523755
697885	697943
725815	729140
734423	758691
769392	770390
803072	825568
876474	886023
892622	915612
980561	1005805
1013652	1027595
1061171	1066181
1082412	1084353
1145312	1148069
1164399	1165247
